weight_index,weight_value
893,-0.0004521521
894,-2.8368595e-05
895,-3.415831e-06
896,-0.021493899
897,-0.28776056
898,-0.03129563
899,-0.18284711
900,0.36708006
901,-0.058994833
902,0.22784944
903,0.017307652
904,-0.085501485
905,0.039495487
906,-0.09408348
907,0.25406244
908,-0.031886175
909,0.085393846
910,-0.32188144
911,-0.0024637918
912,-0.05516574
913,-0.10721008
914,-0.13784984
915,0.031705268
916,0.03288063
917,0.36998156
918,-0.106355004
919,0.12121761
920,0.022954753
921,0.06849137
922,-0.35925034
923,-0.08809021
924,-0.11474225
925,-0.28619096
926,0.21882068
927,-0.022025736
928,0.10005166
929,-0.025891105
930,-0.010531468
931,-0.1542479
932,0.017590702
933,-0.029638447
934,0.04149964
935,0.15576895
936,0.09270606
937,-0.3700726
938,0.010419526
939,0.00885337
940,0.05210892
941,0.29125825
942,0.35331833
943,0.026622918
944,-0.044485018
945,-0.14893809
946,0.042672414
947,0.11889313
948,-0.009831931
949,-0.17615853
950,-0.35234845
951,-0.041796345
952,-0.34863976
953,-0.15081438
954,-0.05784519
955,-0.064917445
956,0.20120965
957,0.04692645
958,0.23865612
959,0.13001586
960,0.0043091606
961,-0.28370133
962,-0.16052
963,0.034112867
964,0.3640612
965,0.035155732
966,0.019203259
967,-0.04630856
968,-0.12680477
969,0.03188567
970,0.024460116
971,-0.07660919
972,-0.02759416
973,-0.012164879
974,0.02246992
975,0.07434815
976,0.027636534
977,-0.14255156
978,-0.17204387
979,-0.038341023
980,-0.046944354
981,0.3640799
982,-0.056238998
983,0.05178263
984,0.06171399
985,-0.048755404
986,-0.3639425
987,-0.026792895
988,0.05045808
989,0.04164499
990,0.21346782
991,0.11716633
992,0.07377958
993,0.0063866163
994,-0.06924832
995,0.07544616
996,0.037731014
997,-0.025554035
998,0.0110313
999,0.1359671
1000,-0.028361538
1001,-0.36692792
1002,0.06801229
1003,0.013791231
1004,0.020797754
1005,-0.0036722189
1006,0.35236487
1007,-0.11231269
1008,-0.0656564
1009,-0.17736603
1010,-0.033255573
1011,0.102813646
1012,0.07284531
1013,-0.15133193
1014,-0.35146052
1015,-0.07443796
1016,0.11302773
1017,-0.16988152
1018,-0.07599051
1019,0.041558087
1020,-0.1360583
1021,-0.009883854
1022,0.1826163
1023,0.13890992
1024,-7.778191e-05
1025,0.0001307622
1026,9.836559e-05
1027,-0.00028394017
1028,-0.0011947275
1029,-0.00048567358
1030,4.2514173e-05
1031,0.0005714684
1032,-0.00026415585
1033,-0.00014045015
1034,0.00033045624
1035,-0.00024920853
1036,7.657949e-05
1037,-6.723674e-05
1038,-0.0003769895
1039,0.0006458153
